,publication_number,publication_date,country_code,family_id,title_text,abstract_text,uspc_code,cpc_code,ipc_code,refs,embedding_v1,valid
10,US-2011107358-A1,20110505,US,43926799,Managing remote procedure calls when a server is unavailable,"A server node can monitor the status of servers in a server cluster. The node may receive an alert indicating that a server in the server cluster is unavailable. In response to the alert, the node can send instructions that cause pending remote procedure call requests to be canceled and then reissued to another server in the server cluster instead of to the first server.","['719/330.', '709/224.']","['G06F9/5027', 'G06F2209/503', 'G06F9/547']","['G06F13/00', 'G06F15/173', 'G06F9/44']","['US-2004059789-A1', 'US-5781703-A', 'US-2003225889-A1', 'US-2004030739-A1', 'US-2003028514-A1', 'US-2002078174-A1', 'US-2004249944-A1', 'US-5497463-A', 'US-2002152293-A1', 'US-2001000194-A1', 'US-2006064486-A1', 'US-5187787-A', 'US-2003014480-A1', 'US-2003009553-A1', 'US-2003126265-A1', 'US-2003126202-A1', 'US-5513314-A', 'US-6718486-B1', 'US-2002120697-A1', 'US-2004153558-A1', 'US-6950848-B1', 'US-2003009552-A1', 'US-6367029-B1', 'US-2002116485-A1', 'US-5987621-A', 'US-2007255822-A1', 'US-2005132384-A1', 'US-2004215792-A1', 'US-2007174428-A1', 'US-6385643-B1', 'US-2001000812-A1', 'US-2003120811-A1', 'US-2003204647-A1', 'US-2007226359-A1', 'US-2008005196-A1', 'US-5828833-A', 'US-2003018927-A1', 'US-7290056-B1', 'US-5187787-B1', 'US-7406692-B2', 'US-2003093585-A1']",",",False
11,US-2006284791-A1,20061221,US,37572848,Augmented reality system and method with mobile and interactive function for multiple users,"An augmented reality system with mobile and interactive functions for multiple users includes two major portions: a computer system for handling augmented reality functions, and a user system for each user. The computer system for handling augmented reality functions has very powerful functionality for processing digital image data and transforming the digital image data into a three-dimensional virtual image for each user system. The user system mainly includes a Head-Mounted Display (HMD), a microphone and a PDA. A user can see the virtual image from the HMD and use the microphone or the PDA for communication with other users.",['345/8.'],['G06F3/011'],['G09G5/00'],"['US-2007126863-A1', 'US-5662523-A', 'US-2007184422-A1']","[0.09285942, -0.34255588, -0.060788352, 0.087062165, -0.049806893, -0.19090244, 0.10528263, -0.109636106, 0.02657565, -0.119430915, 0.0018353753, 0.15579243, 0.09524127, 0.039242443, -0.07207123, 0.07437474, 0.045003984, 0.056963723, 0.09642405, 0.25401503, 0.07693476, 0.11622181, -0.19484854, 0.18912297, -0.09779422, 0.021487653, 0.236199, 0.17730838, 0.10542171, 0.00992436, 0.23600778, 0.09842447, -0.22726081, 0.051665958, -0.042929623, -0.17134087, 0.10206241, -0.11124446, -0.063176066, 0.08254967, 0.01282523, -0.14057277, 0.065075204, 0.10388091, -0.013785929, -0.05660228, 0.13033085, -0.09086413, -0.019757245, -0.07707234, -0.18559524, 0.02887921, 0.01435869, 0.034107592, -0.15604764, 0.09977985, 0.046983507, 0.22832078, -0.12496263, -0.06263191, -0.03558388, 0.21306196, -0.11295597, 0.027509224]",True
12,US-6874762-B2,20050405,US,28456568,Snowmobile stand mechanism,"A snowmobile stand mechanism for drive-track type snowmobiles is provided comprising a stand rotatable between a transport position where the stand is not engaged and a use position where the stand is engaged and elevates the drive track above the ground surface, the stand comprising leverage means that require minimal physical exertion or, alternatively, motor-driven operation. The stand is attached to the snowmobile by means of a stand track, whereby the stand can be retracted during transport and extended for use.",['254/131.'],"['B62M27/00', 'B66F3/24', 'B62H1/00', 'B66F15/00']","['B66F3/24', 'B62M27/00', 'B62H1/00', 'B60S13/00', 'B66F15/00']","['US-3964729-A', 'US-3785541-A', 'CA-2203493-A1', 'US-4643396-A', 'US-6302378-B1', 'US-2046918-A', 'CA-2123868-A1', 'US-3570616-A', 'US-5135200-A', 'US-5143352-A', 'US-5806836-A', 'US-5618030-A', 'US-5873552-A', 'US-3981372-A', 'US-5806837-A', 'CA-2060646-A1']",",",False
13,US-4194570-A,19800325,US,25510534,Flow momentum reversing fire abatement system,"Disclosed is an apparatus and method for extinguishing fires consuming combustible fluids, particularly gaseous fluids, issuing from wells, pipes or vent stacks. The apparatus comprises an extinguisher body typically having a cylindrical passageway which is connected in inline flow relationship with the well, pipe or vent stack and through which the flow of combustible fluid must pass. A diffuser cone is mounted within the extinguisher body passageway in coaxial alignment, the apex of the cone directed towards the outlet of the extinguisher body. An extinguisher fluid nozzle is mounted within the extinguisher body passageway for directing a flow of high momentum inert gas against the apex of the conical diffuser. High momentum inert gas is supplied to the nozzle when it is required to extinguish a fire consuming the combustible fluid passing through the extinguisher body and out of the well, pipe or vent stack. The high momentum flow of inert gas directed against the apex of the cone effectively blocks the flow of the combustible fluid through the extinguisher body while purging the combustible fluid from the extinguisher body to the outlet of the well, pipe or vent stack. The invention has particular applicability to vent stacks connected to the ullage spaces of tanks containing cryogenically liquefied combustible fluids such as liquid hydrogen or liquefied natural gas.","['169/54.', '169/69.', '166/90.1', '169/46.']",['A62C3/04'],"['A62C2/04', 'A62C3/04']","['US-1640839-A', 'US-3620299-A', 'US-1521390-A']",",",False
14,US-3818924-A,19740625,US,19916810,Fluid metering device,"A fluid metering device mixes a predetermined quantity of a first fluid with a larger quantity of second fluid supplied to the device at a higher pressure on each cycle. The pressure of the second fluid provides the force necessary to motivate a first pumping means which on movement to an &#39;&#39;outlet&#39;&#39; position within a housing displaces the mixed fluids on an outlet side of the first pumping means to their destination. Movement of the first pumping means actuates a second pumping means which pumps a predetermined quantity of the first fluid into the housing on each cycle. On the maximum pumping stroke of the first pumping means being reached at the &#39;&#39;outlet&#39;&#39; position, a passage is opened in the first pumping means which is then restored to an &#39;&#39;inlet&#39;&#39; position, the second fluid in the housing passing through the passage during such restoration and thus being available for despatch on the next pumping stroke. When the first pumping means reaches the &#39;&#39;inlet&#39;&#39; position the passage closes and a further pumping cycle commences.","['137/101.31', '137/99.', '222/57.']","['Y10T137/2516', 'Y10T137/2541', 'G05D11/035', 'A01M7/0092']","['A01M7/00', 'G05D11/035']","['US-3228560-A', 'US-3489162-A', 'US-3604444-A']",",",False
15,US-8738744-B1,20140527,US,39678820,Rich media file format and delivery methods,"A rich media file is a self-contained file, including both the information to be viewed by a user and the viewer that displays the information to the user. The information can be formatted however the client likes: for example, the information can be split across several pages, and can include text and still and animated images. There can also be web links to pages on a network, and e-mail forms to simplify sending an e-mail message to the client. The rich media file can include viewing limitations, so that only the proper password can unlock the file, or that the rich media file will automatically expire after a specified condition occurs. The rich media file also assists the user in obtaining the latest version of the rich media file, by offering to retrieve a newer version for the user.","['709/205.', '709/219.', '709/206.', '709/204.', '726/24.', '709/200.', '726/30.', '709/227.']","['H04L67/06', 'H04L63/10', 'H04L63/083', 'G06F17/30864', 'H04L2463/102', 'H04L67/34']",['G06F17/30'],"['US-6157935-A', 'US-6067126-A', 'US-6697498-B2', 'US-6118552-A', 'US-5933249-A', 'US-6542631-B1', 'US-6681054-B1', 'US-7038698-B1', 'US-6909804-B2', 'US-6272484-B1', 'US-5859926-A', 'US-6721784-B1', 'US-6834276-B1', 'US-6011537-A', 'US-8050495-B2', 'US-5796864-A', 'US-6038346-A', 'US-2002064313-A1', 'US-5880388-A', 'US-6300959-B1', 'US-6832084-B1', 'US-6553150-B1', 'US-6327383-B2', 'US-6078921-A', 'US-6611620-B1', 'US-6587583-B1', 'US-7412478-B1', 'US-8176113-B2', 'US-5905988-A', 'US-6512793-B1', 'US-5307088-A', 'US-5734744-A']",",",False
16,US-4987739-A,19910129,US,23479708,Master cylinder with collapsible piston locator,"A dual master cylinder for a vehicle brake system includes a housing having a housing bore with a open end and a closed end. The open end has a piston stop. Two pistons are reciprocably received in the housing bore and define therewith a first pressurizing chamber between the pistons and a second pressurizing chamber between the second piston and the housing bore closed end. Each piston has a piston cavity opening into the respective pressurizing chamber. A first locator member and a second locator member are respectively received in the pressurizing chambers and slidably mounted in the piston cavities of the respective pistons. The first locator member projects into engagement with the rear wall of the second piston and the second locator member projects into engagement with the housing to establish the pistons at respective normal rest positions enabling fluid communication through the port between the fluid reservoir and the respective chambers. A detent associated with each of the locator members permit the collapse of the locator members within the respective piston cavity upon a first occurring forward movement of the pistons forward of the respective normal rest positions, and further acts to retain the locator members in their respective collapsed states. With the locator members remaining in the cavities, the pistons are freed for fore and aft reciprocable movement within the housing during subsequent operation of the master cylinder.","['60/588.', '92/84.', '60/562.', '92/129.']",['B60T11/20'],['B60T11/20'],"['US-3744513-A', 'US-4559781-A', 'US-4422294-A', 'US-3937020-A', 'US-4553395-A', 'US-3214914-A', 'US-3376705-A', 'US-3839867-A', 'US-3938333-A', 'US-4309937-A', 'US-4781026-A']",",",False
17,US-2011221658-A1,20110915,US,44505790,Augmented reality eyepiece with waveguide having a mirrored surface,"This disclosure concerns an interactive head-mounted eyepiece with an integrated processor for handling content for display and an integrated image source for introducing the content to an optical assembly through which the user views a surrounding environment and the displayed content. The displayed content is introduced into an optical waveguide of the eyepiece at an angle of internal incidence that does not result in total internal reflection. However, a mirrored surface on the first surface of the optical waveguide reflects the displayed content towards the second surface of the optical waveguide.",['345/8.'],"['G06F3/013', 'G06F3/012', 'G06K9/00617', 'H04N5/44', 'G06Q30/02', 'G06K9/00604', 'G02B27/0172', 'H04N5/23293', 'G06F3/014', 'H04N5/2254', 'G06F3/017', 'G02B2027/0178', 'G02B27/017', 'G02C11/10', 'G02B2027/0138', 'G06Q30/0261', 'G06F1/1673', 'G06F3/011']",['G09G5/00'],"['US-2010046219-A1', 'US-7862522-B1', 'US-5601078-A', 'US-2005021679-A1', 'US-5594563-A', 'US-7158096-B1', 'US-5596451-A', 'US-2010046070-A1', 'US-2011012896-A1', 'US-2003030912-A1', 'US-2011007081-A1', 'US-8094091-B2', 'US-7645041-B2', 'US-2003026461-A1', 'US-2004070611-A1', 'US-6983370-B2', 'US-2010023506-A1', 'US-7872636-B1', 'US-7876489-B2', 'US-6172657-B1', 'US-2010039353-A1', 'US-2011007277-A1', 'US-7871323-B2', 'US-2004030882-A1', 'US-2006007056-A1', 'US-6349337-B1', 'US-2003032436-A1', 'US-2011022357-A1', 'US-2008037880-A1', 'US-6028608-A', 'US-2007117576-A1', 'US-7163330-B2', 'US-2003038922-A1', 'US-2008048930-A1', 'US-2002021498-A1', 'US-2009052046-A1', 'US-2009052047-A1', 'US-7486291-B2', 'US-2006007671-A1', 'US-2010007582-A1', 'US-4796987-A', 'US-7648236-B1', 'US-7877121-B2', 'US-4904078-A', 'US-2009052030-A1', 'US-6195136-B1', 'US-2006241864-A1', 'US-2011007035-A1', 'US-2003013483-A1', 'US-4567513-A', 'US-2006041758-A1', 'US-6349001-B1', 'US-2011001695-A1', 'US-7327852-B2', 'US-2006033992-A1', 'US-6999649-B1', 'US-6690516-B2', 'US-2006038881-A1', 'US-2008252527-A1', 'US-7003737-B2', 'US-7162392-B2', 'US-7172563-B2', 'US-7486930-B2', 'US-2010017872-A1', 'US-2009013052-A1', 'US-2009003662-A1', 'US-7487461-B2', 'US-2009055739-A1', 'US-7876914-B2', 'US-2006012566-A1', 'US-7324695-B2', 'US-2008013185-A1', 'US-7319437-B2', 'US-2010040151-A1', 'US-6522794-B1', 'US-7162054-B2', 'US-2007124721-A1', 'US-2010048256-A1', 'US-2011002469-A1', 'US-5715337-A', 'US-4643789-A', 'US-7663805-B2', 'US-2010328492-A1', 'US-2007037520-A1', 'US-2010013739-A1', 'US-2010045701-A1', 'US-6690393-B2', 'US-2011087534-A1', 'US-2010050221-A1', 'US-2006013440-A1', 'US-2004008157-A1', 'US-5276471-A', 'US-7877707-B2', 'US-2009040308-A1', 'US-2005250552-A1', 'US-6037914-A', 'US-2007070069-A1', 'US-6522342-B1', 'US-7648463-B1', 'US-7315254-B2', 'US-6166679-A', 'US-2007030211-A1', 'US-6023372-A', 'US-7180476-B1', 'US-2011001699-A1', 'US-2006038880-A1', 'US-2011010672-A1', 'US-2008024523-A1', 'US-2008010534-A1', 'US-5706026-A']",",",True
18,US-4889041-A,19891226,US,39361282,Electric appliance for making hot beverages,"An electric coffee or tea maker wherein a supply of water softening agent is installed in the region of the outlet of a water tank so that the stream of water which is discharged by the tank when the maker is in use is acted upon by the softening agent before it enters the conduit or conduits which convey the stream through an electric heater and thereupon into a receptacle for comminuted coffee beans or tea leaves. This prevents gradual clogging of the conduits with boiler scale. The supply of softening agent can be replenished or replaced. This is determined by looking through an observation window so as to ascertain the color of the softening agent. The color is indicative of the condition of the softening agent, i.e., whether or not the softening agent is still capable of performing its water-softening function.","['99/298.', '99/295.', '99/286.', '99/285.']","['A47J31/605', 'A47J31/0573', 'C02F1/42']","['A47J31/60', 'C02F1/42', 'A47J31/057']","['US-4070956-A', 'US-4565019-A']",",",False
19,US-9059728-B2,20150616,US,51399990,Random extraction from compressed data,"Aspects of the invention are provided for decoding a selected span of data within a compressed code stream. A selection of data within the compressed code stream from an arbitrary position is presented for decompression. The arbitrary position is the starting point in the compressed code stream for decompression, and a phrase within the compressed code stream containing the starting point is identified. From the arbitrary starting point, a back pointer may provide direction to the literal. The literal is extracted as a decoding of the compressed data associated with the starting point.",['1/1.'],"['H03M7/6005', 'H03M7/3084']",['H03M7/30'],"['US-8004431-B2', 'US-6876774-B2', 'US-5532694-A', 'US-5572206-A', 'US-5058144-A', 'US-6643329-B1', 'US-8456331-B2', 'US-7129860-B2', 'US-6819271-B2']",",",False
20,US-7103519-B2,20060905,US,26941578,Virtual manufacturing system,"A method and system for increasing standardization and reuse of feature driven design of automotive vehicles. An automotive vehicle is represented by a vehicle model, which includes a set of features defining vehicle functionality and information on how to implement each feature. A features database stores information on how a feature is implemented, including the physical parts it requires and the configuration of the parts. A parts database is also provided for maintaining information on vehicle parts. Coupled to the features database and the parts data base is a feature manager arranged to determine physical implementation information for each feature based on the implementation information. The physical implementation information is included in the vehicle model. A conflict manager is provided for resolving conflicts between implementations of separate features, and an optimizer for standardizing parts and implementations across multiple vehicle models.","['701/101.', '701/49.', '703/8.']","['Y02T10/82', 'G06F17/5095']","['G06F17/50', 'G06G7/48', 'G06F9/455']","['US-2001039230-A1', 'US-6718425-B1', 'US-6611201-B1', 'US-2002065707-A1', 'US-2002140289-A1', 'US-2002032510-A1', 'US-6186886-B1', 'US-2002032611-A1', 'US-6151547-A', 'US-6804565-B2', 'US-5999104-A', 'US-6300948-B1', 'US-2002091706-A1']","[0.10913394, -0.25966945, -0.056567002, -0.2420457, -0.04557317, 0.115696, 0.20321548, -0.071698986, 0.24786633, -0.01757024, -0.059247967, 0.14072779, 0.15631749, -0.15725163, -0.09765644, 0.004639926, -0.007112484, -0.06820734, -0.028482223, 0.16716424, 0.06818616, 0.07646646, 0.10984235, 0.007483666, -0.050390467, 0.07272368, 0.038338847, -0.07614687, 0.13821296, -0.027229609, 0.07762155, 0.1611433, -0.030042773, -0.024978086, -0.2435792, -0.13056491, 0.15372665, -0.10063644, 0.12644105, 0.040632725, -0.022927117, -0.24882716, 0.2184558, 0.1491351, 0.08956257, 0.11957218, -0.022015985, 0.01570332, 0.0031135094, -0.0030792244, -0.28285697, 0.11289215, 0.12210021, 0.07219757, -0.02920297, 0.17363924, 0.067027934, -0.022616116, -0.093300216, -0.06956698, 0.043477613, 0.24464732, -0.08179891, 0.12061757]",True
21,US-4477345-A,19841016,US,23815060,Filter separator with heater,"A fuel-processing assembly for a fuel system has a housing, a fuel-entry port and a fuel-exit port, and a passageway within the housing through which fuel can flow from the entry port to the exit port. A heater is provided for heating the fuel. A spring is coiled around the heater to cause the fuel to flow spirally around the heater to induce turbulence into the flow of fuel and promote contact between fuel and the heater. A separator is provided for separating fuel from water entrained in the fuel. A by-pass aperture adjacent the separator allows fuel to flow around the separator if the flow of fuel through the separator becomes impeded.","['210/184.', '210/130.']","['F02M37/221', 'B01D35/16', 'B01D36/006', 'B01D17/10', 'B01D35/18', 'F02D33/006', 'B01D17/045', 'B01D17/0214', 'F02M37/0047', 'C10G33/06']","['B01D17/02', 'F02M37/00', 'F02M37/22', 'B01D35/18', 'B01D36/00', 'C10G33/06', 'F02D33/00']","['US-4428351-A', 'US-3187895-A', 'US-4091265-A', 'US-4372260-A', 'US-3083833-A', 'US-4372847-A', 'US-4264442-A', 'US-4059520-A']",",",False
22,US-2011253579-A1,20111020,US,44787396,Product and package fastening apparatus and method,"An apparatus for fastening a product to its package for shipment and display. The apparatus includes a key having a base, an inner pad and outer ring portions. The base includes two bridges supporting two pairs of living hinges, each of the pairs being connected to an outer ring portion. The outer ring portions are enabled to pivot between a position generally aligned with the inner pad and a position generally perpendicular to the inner pad so as to act as a handle to rotate the key. The inner pad supports a post and a pair of protrusions. Between the inner pad and the outer ring portions are openings for receiving a strip of stiff paper. After the key is inserted through the package and into the product, the key is rotated to cause an abutment of the protrusions with the product to fasten the product and package together. The strip is then inserted to prevent inadvertent rotation of the key. After purchase, a consumer may easily and quickly remove the strip, rotate the key and remove it from the product and the package to enable the product to be separated from the package, and the package and the key to be disposed. Multiple keys are used with multiple strips incorporated in a stiff paper panel. Each strip takes the form of a hole in the panel flanked by two strip tabs that connect to the key inserted through the hole of the strip. A reinforcing support may be placed between the panel and the package.","['206/493.', '29/525.01']","['F16B21/02', 'Y10T29/49947', 'B65D73/0014', 'F16B2/22', 'B65D73/005']","['B23P11/00', 'B65D73/00']","['US-3816882-A', 'US-409766-A', 'US-3990131-A', 'US-5368427-A', 'US-1707933-A', 'US-4267870-A', 'US-4699539-A', 'US-5806672-A', 'US-1371134-A']",",",False
23,US-2013226373-A1,20130829,US,47843069,Methods for in-flight adjusting of a flight plan,"A method of in-flight adjusting a flight plan of an aircraft to provide a low cost flight based on predicting a trajectory for completion of the flight based on at least the current state data of the aircraft along the flight plan, performance data for the aircraft, and the flight plan data, and computing the cost of completing the flight plan.",['701/3.'],"['G05D1/0005', 'G08G5/0039', 'G06Q10/047']",['G05D1/00'],"['US-6721714-B1', 'US-8260650-B2', 'US-6134500-A', 'US-8010242-B1', 'US-6085147-A', 'US-6163744-A', 'US-2005071206-A1', 'US-6584400-B2', 'US-6173159-B1', 'US-8090526-B2', 'US-6148259-A', 'US-6606553-B2', 'US-2009157438-A1', 'US-4642775-A', 'US-4760530-A', 'US-7194353-B1', 'US-2011295501-A1', 'US-8538673-B2', 'US-5121325-A', 'US-8275499-B2']",",",False
24,US-5027350-A,19910625,US,8200254,Method and apparatus for providing a local area network bridge,A communication bridge interconnecting two or more local area networks. Input buffers forward packet headers of received data packets through to a routing engine. The routing engine contains one or more routing tables each having a plurality of table locations containing table data in the form of station addresses and routing data. The table is accessed by applying a hashing algorithm to a received destination address contained in the data packet to determine the table location and then checking that the station address retrieved from the table location corresponds with the destination address in the received data packet.,"['340/9.14', '370/401.']","['H04L45/745', 'H04L12/4625']",['H04L12/46'],"['US-4897841-A', 'US-4707827-A', 'US-4597078-A', 'US-4715030-A', 'US-4577313-A', 'EP-0269978-A2']",",",False
25,US-4626359-A,19861202,US,10561789,Filter,"A deep bed filter of the type comprising an upright vessel of particulate filter medium, inlet means at the top of the vessel for introduction of an aqueous stream to be filtered, outlet means at the bottom for removal of filtered liquid and means for backwashing the medium by an upward flow of liquid, has as the filter medium bone char and sand, the bone char being located substantially above the sand. The sand generally comprises a particulate mineral filter material selected from silica sand, fused alumina, garnet, zircon, ilmenite and glass.","['210/807.', '210/290.', '210/793.', '210/275.', '210/503.']",['B01D39/06'],"['B01D24/02', 'B01D39/06', 'B01D29/62', 'B01D24/00']","['US-1788510-A', 'US-331790-A', 'US-3876546-A', 'US-293745-A']",",",False
26,US-8031909-B2,20111004,US,36792886,Method and apparatus for producing 3D model of an underground environment,"The present invention provides a system (method and apparatus) for creating photorealistic 3D models of environments and/or objects from a plurality of stereo images obtained from a mobile stereo camera and optional monocular cameras. The cameras may be handheld, mounted on a mobile platform, manipulator or a positioning device. The system automatically detects and tracks features in image sequences and self-references the stereo camera in 6 degrees of freedom by matching the features to a database to track the camera motion, while building the database simultaneously. A motion estimate may be also provided from external sensors and fused with the motion computed from the images. Individual stereo pairs are processed to compute dense 3D data representing the scene and are transformed, using the estimated camera motion, into a common reference and fused together. The resulting 3D data is represented as point clouds, surfaces, or volumes. The present invention also provides a system (method and apparatus) for enhancing 3D models of environments or objects by registering information from additional sensors to improve model fidelity or to augment it with supplementary information by using a light pattern projector. The present invention also provides a system (method and apparatus) for generating photo-realistic 3D models of underground environments such as tunnels, mines, voids and caves, including automatic registration of the 3D models with pre-existing underground maps.","['382/121.', '382/106.', '382/294.', '382/122.', '382/120.']","['G06T2207/10021', 'G06T7/285', 'G06T17/00', 'G01C11/06', 'G06T2200/08', 'G06T7/33', 'G06T7/579', 'G06T7/593', 'A61B5/113']","['G06K9/00', 'G06T17/05']","['US-6711293-B1', 'US-7466336-B2', 'US-5668595-A', 'US-5267042-A', 'US-2005265583-A1', 'US-2006158522-A1', 'US-7804530-B2', 'US-5365597-A', 'US-6516099-B1', 'US-4991095-A', 'US-7184088-B1', 'US-2007140580-A1', 'US-5699444-A', 'US-7254265-B2', 'US-6009359-A', 'US-7003134-B1', 'US-6781618-B2', 'US-6507665-B1', 'US-6351573-B1', 'US-5566246-A', 'US-2001010546-A1']","[0.1357822, -0.07289525, -0.13102862, -0.11756898, -0.08536122, -0.00038306628, -0.014846007, 0.021514298, 0.01089581, -0.1271963, -0.10951058, 0.24310525, 0.15421507, -0.056747198, -0.24576227, 0.024170702, -0.037676584, 0.029386071, -0.1228763, 0.23039204, 0.18775609, 0.06825619, -0.09128234, 0.1450568, -0.0651268, 0.08114528, 0.19127378, 0.15262866, 0.04787356, 0.07099076, 0.19011019, -0.066735424, -0.049548242, -0.03305759, -0.110155016, 0.009129846, -0.06888207, -0.14006326, 0.020173855, 0.124370225, -0.2220408, -0.23443232, -0.060654905, 0.030719416, -0.1392956, -0.13797326, 0.0962964, 0.02747349, 0.09790031, -0.062491547, 0.012622287, -0.13701387, -0.06309014, 0.2141651, -0.057482794, 0.11347905, 0.18914656, 0.17426765, -0.095518254, 0.00080835674, -0.08159987, 0.21087332, -0.2511868, -0.047281038]",True
27,US-5623501-A,19970422,US,25180553,Preprogramming testing in a field programmable gate array,A field programmable gate array integrated circuit which has numerous features for testing prior to programming the antifuses in the integrated circuit is provided. The circuits used to program the antifuses are also used for much of the preprogramming testing. The functionality of continuous series transistors and latch logic blocks may be tested together with the continuity of their programmable connections. Programmable input/output buffer circuits and clock circuits which set the desired clock network paths may be tested with signals on a serial scan path which passes through the input/output buffer circuits and clock circuits. Process characterization tests without the requirement of high-speed test equipment are also provided.,['714/725.'],"['G01R31/318516', 'G01R31/30', 'G06F2201/88', 'G01R31/318536', 'G01R31/318519', 'G01R31/31727']","['G01R31/30', 'G01R31/3185', 'G06F11/22', 'G01R31/317', 'H03K19/177', 'G01R31/28']","['US-5532441-A', 'US-5001368-A', 'US-4758745-A', 'US-5023485-A', 'US-5083083-A', 'US-4758745-B1', 'US-4689654-A', 'US-4873459-B1', 'US-5015885-A', 'US-4873459-A', 'US-4380811-A', 'US-5365165-A', 'US-3958110-A', 'US-5121394-A', 'US-4642487-A', 'US-5231637-A', 'US-4786904-A', 'US-4692923-A', 'US-5210759-A', 'US-4609830-A', 'US-4739250-A', 'US-4495629-A', 'US-5373510-A', 'US-4870302-A', 'US-4910417-A', 'US-4857774-A', 'US-4935734-A', 'US-5309091-A']",",",False
